label,manifestUrl,projectId,size,progress,attribution,thumbnail
室町幕府禁制,https://iiif.khirin-labs.org/html/manifest/hyakugo/10481.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07172_0001.tif/full/400,/0/default.jpg
後奈良天皇女房奉書,https://iiif.khirin-labs.org/html/manifest/hyakugo/10477.json,hyakugo,3,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07168_0001.tif/full/400,/0/default.jpg
かたおか光泰・沙弥源光連署利銭借状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17673.json,hyakugo,8,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11531_0001.tif/full/400,/0/default.jpg
信誓書状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17646.json,hyakugo,3,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11512_0001.tif/full/400,/0/default.jpg
大勝院隆賢書状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17715.json,hyakugo,3,3,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11565_0001.tif/full/400,/0/default.jpg
妹尾重康備中国新見庄領家方代官職条々請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17704.json,hyakugo,2,1,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11557_0001.tif/full/400,/0/default.jpg
玉熊丸請文案,https://iiif.khirin-labs.org/html/manifest/hyakugo/17628.json,hyakugo,7,3,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11505_0001.tif/full/400,/0/default.jpg
正月二十日并十二月八日仏事田注文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10473.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07164_0001.tif/full/400,/0/default.jpg
聖無動院道我書状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17717.json,hyakugo,4,4,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11567_0001.tif/full/400,/0/default.jpg
公文法橋快秀条々請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17660.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11521_0001.tif/full/400,/0/default.jpg
会中講配文并講師問者等交名,https://iiif.khirin-labs.org/html/manifest/hyakugo/10508.json,hyakugo,56,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07186_0001.tif/full/400,/0/default.jpg
会中講配文并講師問者等交名,https://iiif.khirin-labs.org/html/manifest/hyakugo/10507.json,hyakugo,56,51,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07186_0001.tif/full/400,/0/default.jpg
山城国大巷所并東西九条所務請文包紙,https://iiif.khirin-labs.org/html/manifest/hyakugo/10443.json,hyakugo,5,5,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07136_0001.tif/full/400,/0/default.jpg
法印義宝書状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17736.json,hyakugo,3,3,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11584_0001.tif/full/400,/0/default.jpg
権律師祐盛山城国上野庄所務職条々請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17648.json,hyakugo,3,3,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11514_0001.tif/full/400,/0/default.jpg
山城国鳥羽庄内仏事田等田数注文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10457.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07148_0001.tif/full/400,/0/default.jpg
勘解由小路某占文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10467.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07158_0001.tif/full/400,/0/default.jpg
法輪院賢慶書状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17678.json,hyakugo,3,3,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11533_0001.tif/full/400,/0/default.jpg
持地院納所源舜契約状包紙,https://iiif.khirin-labs.org/html/manifest/hyakugo/10470.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07161_0001.tif/full/400,/0/default.jpg
東寺長者御教書案,https://iiif.khirin-labs.org/html/manifest/hyakugo/17645.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11511_0001.tif/full/400,/0/default.jpg
伊予国弓削島庄住人等重解,https://iiif.khirin-labs.org/html/manifest/hyakugo/17624.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11503_0001.tif/full/400,/0/default.jpg
会中講配文并講師問者等交名,https://iiif.khirin-labs.org/html/manifest/hyakugo/10509.json,hyakugo,56,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07186_0001.tif/full/400,/0/default.jpg
金勝院融寿等連署東寺諸合力法式置文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17698.json,hyakugo,3,1,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11551_0001.tif/full/400,/0/default.jpg
御室宮令旨案,https://iiif.khirin-labs.org/html/manifest/hyakugo/17663.json,hyakugo,3,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11522_0001.tif/full/400,/0/default.jpg
南都代官力王助春日田宛行状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17647.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11513_0001.tif/full/400,/0/default.jpg
公文所法眼聡快山城国東西九条一方所務職条々請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10445.json,hyakugo,5,5,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07136_0001.tif/full/400,/0/default.jpg
会中講配文并講師問者等交名,https://iiif.khirin-labs.org/html/manifest/hyakugo/10506.json,hyakugo,56,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07186_0001.tif/full/400,/0/default.jpg
妙行寺田地寄進状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17699.json,hyakugo,2,1,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11552_0001.tif/full/400,/0/default.jpg
僧正道俊挙状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17730.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11578_0001.tif/full/400,/0/default.jpg
遠江国村櫛庄地頭代豪円請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17632.json,hyakugo,4,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11506_0001.tif/full/400,/0/default.jpg
備後法橋聡秀山城国植松庄一方所務職条々請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10453.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07144_0001.tif/full/400,/0/default.jpg
伊予国弓削島庄住人等解,https://iiif.khirin-labs.org/html/manifest/hyakugo/17621.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11500_0001.tif/full/400,/0/default.jpg
相模寺主増秀書状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17703.json,hyakugo,3,3,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11556_0001.tif/full/400,/0/default.jpg
東寺長者御教書,https://iiif.khirin-labs.org/html/manifest/hyakugo/17738.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11586_0001.tif/full/400,/0/default.jpg
備後法橋聡秀山城国上桂上野庄代官職条々請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10450.json,hyakugo,3,3,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07141_0001.tif/full/400,/0/default.jpg
浄慶播磨国矢野庄例名供僧学衆両方代官職請人請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10428.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07126_0001.tif/full/400,/0/default.jpg
山城国西九条縄打文書包紙,https://iiif.khirin-labs.org/html/manifest/hyakugo/10496.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07185_0001.tif/full/400,/0/default.jpg
南泉坊成尋書状案,https://iiif.khirin-labs.org/html/manifest/hyakugo/17727.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11577_0001.tif/full/400,/0/default.jpg
(廿一口方)置文案,https://iiif.khirin-labs.org/html/manifest/hyakugo/17679.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11534_0001.tif/full/400,/0/default.jpg
光厳上皇院宣案,https://iiif.khirin-labs.org/html/manifest/hyakugo/17639.json,hyakugo,4,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11508_0001.tif/full/400,/0/default.jpg
山城国上桂庄本主平氏女代良秀申状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17635.json,hyakugo,5,5,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11507_0001.tif/full/400,/0/default.jpg
会中講問題注文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10498.json,hyakugo,56,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07186_0001.tif/full/400,/0/default.jpg
上総増祐等連署請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17687.json,hyakugo,2,1,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11542_0001.tif/full/400,/0/default.jpg
水田并仏事方未進注文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10485.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07176_0001.tif/full/400,/0/default.jpg
三段半名主職所当米等注文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17740.json,hyakugo,2,1,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11588_0001.tif/full/400,/0/default.jpg
会中講配文并講師問者等交名,https://iiif.khirin-labs.org/html/manifest/hyakugo/10502.json,hyakugo,56,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07186_0001.tif/full/400,/0/default.jpg
□超書状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17735.json,hyakugo,3,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11583_0001.tif/full/400,/0/default.jpg
寺家進物注文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10460.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07151_0001.tif/full/400,/0/default.jpg
筑後法橋玄増八条院々町一方所務職条々請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17710.json,hyakugo,3,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11560_0001.tif/full/400,/0/default.jpg
宝菩提院清俊安芸国々衙所務職請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17659.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11520_0001.tif/full/400,/0/default.jpg
納所法橋乗珎若狭国太良庄代官職質物田地注文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17694.json,hyakugo,6,3,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11547_0001.tif/full/400,/0/default.jpg
山城国女御田下司寒川家光書状,https://iiif.khirin-labs.org/html/manifest/hyakugo/10458.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07149_0001.tif/full/400,/0/default.jpg
山城国円城寺敷地并寺領文書案,https://iiif.khirin-labs.org/html/manifest/hyakugo/17661.json,hyakugo,3,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11522_0001.tif/full/400,/0/default.jpg
東寺申状案,https://iiif.khirin-labs.org/html/manifest/hyakugo/17662.json,hyakugo,3,3,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11522_0001.tif/full/400,/0/default.jpg
納所法橋乗珎若狭国太良庄領家方代官職条々請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17693.json,hyakugo,6,6,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11547_0001.tif/full/400,/0/default.jpg
某水田寄進状包紙,https://iiif.khirin-labs.org/html/manifest/hyakugo/17649.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11515_0001.tif/full/400,/0/default.jpg
室町幕府御教書案,https://iiif.khirin-labs.org/html/manifest/hyakugo/17654.json,hyakugo,6,3,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11518_0001.tif/full/400,/0/default.jpg
後奈良天皇女房奉書,https://iiif.khirin-labs.org/html/manifest/hyakugo/10489.json,hyakugo,6,6,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07179_0001.tif/full/400,/0/default.jpg
相模寺主増秀・上総法橋増祐連署奉書案,https://iiif.khirin-labs.org/html/manifest/hyakugo/17705.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11558_0001.tif/full/400,/0/default.jpg
会中講配文并講師問者等交名,https://iiif.khirin-labs.org/html/manifest/hyakugo/10511.json,hyakugo,56,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07186_0001.tif/full/400,/0/default.jpg
東寺長者御教書,https://iiif.khirin-labs.org/html/manifest/hyakugo/17713.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11563_0001.tif/full/400,/0/default.jpg
会中講配文并講師問者等交名,https://iiif.khirin-labs.org/html/manifest/hyakugo/10503.json,hyakugo,56,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07186_0001.tif/full/400,/0/default.jpg
太良庄方料足借状,https://iiif.khirin-labs.org/html/manifest/hyakugo/10431.json,hyakugo,10,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07127_0001.tif/full/400,/0/default.jpg
巻数進上注文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10482.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07173_0001.tif/full/400,/0/default.jpg
妹尾又代官請文包紙,https://iiif.khirin-labs.org/html/manifest/hyakugo/17741.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11589_0001.tif/full/400,/0/default.jpg
金剛乗院俊尊書状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17716.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11566_0001.tif/full/400,/0/default.jpg
讃岐法師定増若狭国太良庄地頭方代官職条々請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17684.json,hyakugo,3,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11539_0001.tif/full/400,/0/default.jpg
巻数所進所々注文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10476.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07167_0001.tif/full/400,/0/default.jpg
宝泉院快寿請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17697.json,hyakugo,3,3,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11550_0001.tif/full/400,/0/default.jpg
地頭代豪円遠江国村櫛庄西郷大村櫛年貢請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17633.json,hyakugo,4,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11506_0001.tif/full/400,/0/default.jpg
女房奉書,https://iiif.khirin-labs.org/html/manifest/hyakugo/10488.json,hyakugo,6,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07179_0001.tif/full/400,/0/default.jpg
廿一口方料足借状,https://iiif.khirin-labs.org/html/manifest/hyakugo/10430.json,hyakugo,10,6,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07127_0001.tif/full/400,/0/default.jpg
厳深書状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17625.json,hyakugo,2,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11504_0001.tif/full/400,/0/default.jpg
仁然書状,https://iiif.khirin-labs.org/html/manifest/hyakugo/17726.json,hyakugo,3,0,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11576_0001.tif/full/400,/0/default.jpg
山城国上野庄興行田地注文,https://iiif.khirin-labs.org/html/manifest/hyakugo/10474.json,hyakugo,2,2,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/029_07165_0001.tif/full/400,/0/default.jpg
乗円祐深・乗観祐成連署山城国上桂上野庄代官職条々請文,https://iiif.khirin-labs.org/html/manifest/hyakugo/17686.json,hyakugo,2,1,京都府立京都学・歴彩館 Kyoto Institute, Library and Archives,https://iiif.khirin-labs.org/fcgi-bin/iipsrv.fcgi?IIIF=/hyakugo/046_11541_0001.tif/full/400,/0/default.jpg
